sensor_id,timestamp,pm25,pm10,no2,o3
sensor_eindhoven_001,2024-05-22T22:00:00,14.3,26.67,9.62,52.58
sensor_eindhoven_001,2024-05-22T23:00:00,21.88,37.77,21.09,52.58
sensor_eindhoven_001,2024-05-23T00:00:00,18.46,31.48,14.66,52.31
sensor_eindhoven_001,2024-05-23T01:00:00,18.37,34.37,13.76,52.31
sensor_eindhoven_001,2024-05-23T02:00:00,23.62,40.61,14.75,52.31
sensor_eindhoven_001,2024-05-23T03:00:00,19.45,33.87,18.91,52.31
sensor_eindhoven_001,2024-05-23T04:00:00,23.73,38.81,20.67,52.31
sensor_eindhoven_001,2024-05-23T05:00:00,22.38,38.7,11.74,52.31
sensor_eindhoven_001,2024-05-23T06:00:00,27.44,49.56,20.39,52.31
sensor_eindhoven_001,2024-05-23T07:00:00,29.36,51.25,25.93,52.31
sensor_eindhoven_001,2024-05-23T08:00:00,26.98,49.26,24.68,52.31
sensor_eindhoven_001,2024-05-23T09:00:00,27.87,50.44,24.7,52.31
sensor_eindhoven_001,2024-05-23T10:00:00,20.37,34.36,15.77,52.31
sensor_eindhoven_001,2024-05-23T11:00:00,22.65,42.24,17.45,52.31
sensor_eindhoven_001,2024-05-23T12:00:00,20.19,32.21,16.93,52.31
sensor_eindhoven_001,2024-05-23T13:00:00,19.21,33.54,19.72,52.31
sensor_eindhoven_001,2024-05-23T14:00:00,23.15,41.35,24.28,52.31
sensor_eindhoven_001,2024-05-23T15:00:00,23.62,39.12,21.9,52.31
sensor_eindhoven_001,2024-05-23T16:00:00,21.05,35.33,16.96,52.31
sensor_eindhoven_001,2024-05-23T17:00:00,23.38,42.58,16.36,52.31
sensor_eindhoven_001,2024-05-23T18:00:00,29.21,52.14,17.9,52.31
sensor_eindhoven_001,2024-05-23T19:00:00,25.5,39.99,21.64,52.31
sensor_eindhoven_001,2024-05-23T20:00:00,26.28,41.03,20.06,52.31
sensor_eindhoven_001,2024-05-23T21:00:00,19.23,34.37,17.47,52.31
sensor_eindhoven_001,2024-05-23T22:00:00,20.81,34.71,16.27,52.31
sensor_eindhoven_001,2024-05-23T23:00:00,20.98,31.92,17.5,52.31
sensor_eindhoven_001,2024-05-24T00:00:00,19.53,34.66,11.03,52.03
sensor_eindhoven_001,2024-05-24T01:00:00,24.13,42.21,18.54,52.03
sensor_eindhoven_001,2024-05-24T02:00:00,20.88,41.89,27.3,52.03
sensor_eindhoven_001,2024-05-24T03:00:00,14.48,24.06,11.73,52.03
sensor_eindhoven_001,2024-05-24T04:00:00,23.89,40.31,24.45,52.03
sensor_eindhoven_001,2024-05-24T05:00:00,24.47,38.79,22.44,52.03
sensor_eindhoven_001,2024-05-24T06:00:00,28.03,47.66,28.32,52.03
sensor_eindhoven_001,2024-05-24T07:00:00,30.39,46.21,23.04,52.03
sensor_eindhoven_001,2024-05-24T08:00:00,30.52,55.51,17.61,52.03
sensor_eindhoven_001,2024-05-24T09:00:00,21.47,38.65,21.54,52.03
sensor_eindhoven_001,2024-05-24T10:00:00,15.38,27.88,13.54,52.03
sensor_eindhoven_001,2024-05-24T11:00:00,17.81,32.44,14.75,52.03
sensor_eindhoven_001,2024-05-24T12:00:00,24.37,40.28,30.47,52.03
sensor_eindhoven_001,2024-05-24T13:00:00,22.13,35.68,20.25,52.03
sensor_eindhoven_001,2024-05-24T14:00:00,17.69,28.61,12.98,52.03
sensor_eindhoven_001,2024-05-24T15:00:00,22.22,39.96,20.94,52.03
sensor_eindhoven_001,2024-05-24T16:00:00,16.03,28.07,12.36,52.03
sensor_eindhoven_001,2024-05-24T17:00:00,25.08,41.57,17.43,52.03
sensor_eindhoven_001,2024-05-24T18:00:00,21.5,33.62,9.84,52.03
sensor_eindhoven_001,2024-05-24T19:00:00,26.14,46.55,21.32,52.03
sensor_eindhoven_001,2024-05-24T20:00:00,19.69,33.16,17.24,52.03
sensor_eindhoven_001,2024-05-24T21:00:00,23.13,40.14,14.65,52.03
sensor_eindhoven_001,2024-05-24T22:00:00,21.01,34.14,16.12,52.03
sensor_eindhoven_001,2024-05-24T23:00:00,16.81,26.36,10.71,52.03
sensor_eindhoven_001,2024-05-25T00:00:00,16.48,30.54,10.6,51.76
sensor_eindhoven_001,2024-05-25T01:00:00,11.43,19.87,9.46,51.76
sensor_eindhoven_001,2024-05-25T02:00:00,13.92,22.88,10.61,51.76
sensor_eindhoven_001,2024-05-25T03:00:00,13.79,23.93,13.29,51.76
sensor_eindhoven_001,2024-05-25T04:00:00,16.39,29.53,17.82,51.76
sensor_eindhoven_001,2024-05-25T05:00:00,17.85,28.93,16.41,51.76
sensor_eindhoven_001,2024-05-25T06:00:00,14.88,23.27,12.5,51.76
sensor_eindhoven_001,2024-05-25T07:00:00,14.5,26.49,8.46,51.76
sensor_eindhoven_001,2024-05-25T08:00:00,18.77,32.21,15.0,51.76
sensor_eindhoven_001,2024-05-25T09:00:00,16.28,26.45,11.12,51.76
sensor_eindhoven_001,2024-05-25T10:00:00,14.98,25.46,14.49,51.76
sensor_eindhoven_001,2024-05-25T11:00:00,16.0,27.04,11.09,51.76
sensor_eindhoven_001,2024-05-25T12:00:00,13.01,22.29,10.06,51.76
sensor_eindhoven_001,2024-05-25T13:00:00,13.34,22.19,9.84,51.76
sensor_eindhoven_001,2024-05-25T14:00:00,13.82,22.95,9.75,51.76
sensor_eindhoven_001,2024-05-25T15:00:00,17.06,29.13,9.5,51.76
sensor_eindhoven_001,2024-05-25T16:00:00,15.78,25.12,13.63,51.76
sensor_eindhoven_001,2024-05-25T17:00:00,17.82,27.63,15.1,51.76
sensor_eindhoven_001,2024-05-25T18:00:00,20.85,34.25,13.94,51.76
sensor_eindhoven_001,2024-05-25T19:00:00,17.01,28.36,10.84,51.76
sensor_eindhoven_001,2024-05-25T20:00:00,17.7,30.18,14.56,51.76
sensor_eindhoven_001,2024-05-25T21:00:00,11.39,20.29,9.44,51.76
sensor_eindhoven_001,2024-05-25T22:00:00,15.87,27.16,16.37,51.76
sensor_eindhoven_001,2024-05-25T23:00:00,11.93,17.66,9.2,51.76
sensor_eindhoven_001,2024-05-26T00:00:00,12.39,21.79,10.18,51.48
sensor_eindhoven_001,2024-05-26T01:00:00,15.73,28.99,12.54,51.48
sensor_eindhoven_001,2024-05-26T02:00:00,14.25,23.1,12.71,51.48
sensor_eindhoven_001,2024-05-26T03:00:00,14.89,23.66,12.59,51.48
sensor_eindhoven_001,2024-05-26T04:00:00,18.13,30.47,14.98,51.48
sensor_eindhoven_001,2024-05-26T05:00:00,15.06,29.72,14.04,51.48
sensor_eindhoven_001,2024-05-26T06:00:00,20.77,31.8,15.89,51.48
sensor_eindhoven_001,2024-05-26T07:00:00,15.47,24.15,11.22,51.48
sensor_eindhoven_001,2024-05-26T08:00:00,17.24,30.7,17.09,51.48
sensor_eindhoven_001,2024-05-26T09:00:00,18.85,32.14,15.48,51.48
sensor_eindhoven_001,2024-05-26T10:00:00,14.76,22.63,12.53,51.48
sensor_eindhoven_001,2024-05-26T11:00:00,15.91,26.4,13.7,51.48
sensor_eindhoven_001,2024-05-26T12:00:00,20.48,37.61,11.55,51.48
sensor_eindhoven_001,2024-05-26T13:00:00,18.51,31.7,14.83,51.48
sensor_eindhoven_001,2024-05-26T14:00:00,12.23,19.86,11.5,51.48
sensor_eindhoven_001,2024-05-26T15:00:00,16.57,26.37,16.35,51.48
sensor_eindhoven_001,2024-05-26T16:00:00,18.47,32.53,20.59,51.48
sensor_eindhoven_001,2024-05-26T17:00:00,18.72,29.82,13.61,51.48
sensor_eindhoven_001,2024-05-26T18:00:00,17.93,32.29,18.21,51.48
sensor_eindhoven_001,2024-05-26T19:00:00,22.23,39.34,20.11,51.48
sensor_eindhoven_001,2024-05-26T20:00:00,12.35,19.7,11.14,51.48
sensor_eindhoven_001,2024-05-26T21:00:00,15.19,23.38,8.36,51.48
sensor_eindhoven_001,2024-05-26T22:00:00,16.86,28.11,16.79,51.48
sensor_eindhoven_001,2024-05-26T23:00:00,14.16,22.31,13.96,51.48
sensor_eindhoven_001,2024-05-27T00:00:00,12.75,22.53,10.83,51.19
sensor_eindhoven_001,2024-05-27T01:00:00,19.34,33.5,9.9,51.19
sensor_eindhoven_001,2024-05-27T02:00:00,19.3,32.64,10.27,51.19
sensor_eindhoven_001,2024-05-27T03:00:00,20.9,37.59,17.04,51.19
sensor_eindhoven_001,2024-05-27T04:00:00,21.13,37.27,18.22,51.19
sensor_eindhoven_001,2024-05-27T05:00:00,27.54,46.76,13.6,51.19
sensor_eindhoven_001,2024-05-27T06:00:00,25.46,40.35,27.2,51.19
sensor_eindhoven_001,2024-05-27T07:00:00,29.22,47.83,25.34,51.19
sensor_eindhoven_001,2024-05-27T08:00:00,23.38,38.28,20.96,51.19
sensor_eindhoven_001,2024-05-27T09:00:00,19.34,34.15,17.09,51.19
sensor_eindhoven_001,2024-05-27T10:00:00,20.96,34.69,20.4,51.19
sensor_eindhoven_001,2024-05-27T11:00:00,28.5,49.65,20.6,51.19
sensor_eindhoven_001,2024-05-27T12:00:00,19.01,28.78,13.51,51.19
sensor_eindhoven_001,2024-05-27T13:00:00,24.31,37.49,12.91,51.19
sensor_eindhoven_001,2024-05-27T14:00:00,15.53,27.14,8.27,51.19
sensor_eindhoven_001,2024-05-27T15:00:00,23.54,39.93,15.91,51.19
sensor_eindhoven_001,2024-05-27T16:00:00,17.98,29.99,12.03,51.19
sensor_eindhoven_001,2024-05-27T17:00:00,25.98,44.14,23.83,51.19
sensor_eindhoven_001,2024-05-27T18:00:00,24.02,40.87,12.16,51.19
sensor_eindhoven_001,2024-05-27T19:00:00,25.6,46.72,19.32,51.19
sensor_eindhoven_001,2024-05-27T20:00:00,26.59,42.85,17.64,51.19
sensor_eindhoven_001,2024-05-27T21:00:00,19.26,30.25,11.03,51.19
sensor_eindhoven_001,2024-05-27T22:00:00,20.74,36.99,20.28,51.19
sensor_eindhoven_001,2024-05-27T23:00:00,20.03,38.18,25.56,51.19
sensor_eindhoven_001,2024-05-28T00:00:00,22.71,36.25,22.57,50.9
sensor_eindhoven_001,2024-05-28T01:00:00,14.42,25.9,13.54,50.9
sensor_eindhoven_001,2024-05-28T02:00:00,21.89,30.57,19.54,50.9
sensor_eindhoven_001,2024-05-28T03:00:00,18.21,28.76,12.47,50.9
sensor_eindhoven_001,2024-05-28T04:00:00,20.94,32.57,17.34,50.9
sensor_eindhoven_001,2024-05-28T05:00:00,22.7,38.04,16.34,50.9
sensor_eindhoven_001,2024-05-28T06:00:00,18.0,34.9,15.17,50.9
sensor_eindhoven_001,2024-05-28T07:00:00,26.73,45.81,34.5,50.9
sensor_eindhoven_001,2024-05-28T08:00:00,23.91,36.03,21.26,50.9
sensor_eindhoven_001,2024-05-28T09:00:00,34.24,60.18,35.41,50.9
sensor_eindhoven_001,2024-05-28T10:00:00,22.62,35.79,15.59,50.9
sensor_eindhoven_001,2024-05-28T11:00:00,20.33,32.48,16.15,50.9
sensor_eindhoven_001,2024-05-28T12:00:00,21.21,34.89,18.29,50.9
sensor_eindhoven_001,2024-05-28T13:00:00,15.69,25.83,10.86,50.9
sensor_eindhoven_001,2024-05-28T14:00:00,21.28,33.84,23.21,50.9
sensor_eindhoven_001,2024-05-28T15:00:00,20.68,32.03,19.99,50.9
sensor_eindhoven_001,2024-05-28T16:00:00,19.84,34.16,13.31,50.9
sensor_eindhoven_001,2024-05-28T17:00:00,24.03,39.84,18.57,50.9
sensor_eindhoven_001,2024-05-28T18:00:00,23.54,36.42,19.37,50.9
sensor_eindhoven_001,2024-05-28T19:00:00,24.44,43.87,15.62,50.9
sensor_eindhoven_001,2024-05-28T20:00:00,31.38,56.63,21.26,50.9
sensor_eindhoven_001,2024-05-28T21:00:00,24.21,43.59,18.91,50.9
sensor_eindhoven_001,2024-05-28T22:00:00,21.24,33.29,17.38,50.9
sensor_eindhoven_001,2024-05-28T23:00:00,20.93,36.55,20.25,50.9
sensor_eindhoven_001,2024-05-29T00:00:00,20.93,35.29,8.1,50.61
sensor_eindhoven_001,2024-05-29T01:00:00,22.3,38.46,20.51,50.61
sensor_eindhoven_001,2024-05-29T02:00:00,18.8,31.67,13.41,50.61
sensor_eindhoven_001,2024-05-29T03:00:00,24.59,41.57,19.75,50.61
sensor_eindhoven_001,2024-05-29T04:00:00,16.68,29.16,13.79,50.61
sensor_eindhoven_001,2024-05-29T05:00:00,21.97,37.15,14.95,50.61
sensor_eindhoven_001,2024-05-29T06:00:00,21.23,33.43,16.27,50.61
sensor_eindhoven_001,2024-05-29T07:00:00,23.84,41.71,23.13,50.61
sensor_eindhoven_001,2024-05-29T08:00:00,23.12,37.01,17.01,50.61
sensor_eindhoven_001,2024-05-29T09:00:00,26.46,43.38,23.75,50.61
sensor_eindhoven_001,2024-05-29T10:00:00,27.35,48.12,16.26,50.61
sensor_eindhoven_001,2024-05-29T11:00:00,27.47,46.57,22.5,50.61
sensor_eindhoven_001,2024-05-29T12:00:00,21.23,38.08,11.94,50.61
sensor_eindhoven_001,2024-05-29T13:00:00,18.85,30.96,16.17,50.61
sensor_eindhoven_001,2024-05-29T14:00:00,18.23,32.16,14.27,50.61
sensor_eindhoven_001,2024-05-29T15:00:00,24.93,44.34,16.73,50.61
sensor_eindhoven_001,2024-05-29T16:00:00,25.3,44.67,14.77,50.61
sensor_eindhoven_001,2024-05-29T17:00:00,24.84,43.1,20.85,50.61
sensor_eindhoven_001,2024-05-29T18:00:00,21.76,39.16,17.87,50.61
sensor_eindhoven_001,2024-05-29T19:00:00,23.53,35.14,21.86,50.61
sensor_eindhoven_001,2024-05-29T20:00:00,26.09,48.63,21.58,50.61
sensor_eindhoven_001,2024-05-29T21:00:00,19.23,32.47,11.15,50.61
sensor_eindhoven_001,2024-05-29T22:00:00,19.52,32.29,15.11,50.61
sensor_eindhoven_001,2024-05-29T23:00:00,20.57,35.77,18.26,50.61
sensor_eindhoven_001,2024-05-30T00:00:00,12.03,20.6,11.95,50.32
sensor_eindhoven_001,2024-05-30T01:00:00,19.92,32.39,13.96,50.32
sensor_eindhoven_001,2024-05-30T02:00:00,23.17,42.68,19.66,50.32
sensor_eindhoven_001,2024-05-30T03:00:00,24.67,43.03,26.02,50.32
sensor_eindhoven_001,2024-05-30T04:00:00,25.84,41.22,25.27,50.32
sensor_eindhoven_001,2024-05-30T05:00:00,24.74,41.02,21.09,50.32
sensor_eindhoven_001,2024-05-30T06:00:00,15.38,23.57,9.87,50.32
sensor_eindhoven_001,2024-05-30T07:00:00,21.17,36.85,12.79,50.32
sensor_eindhoven_001,2024-05-30T08:00:00,19.7,36.35,21.99,50.32
sensor_eindhoven_001,2024-05-30T09:00:00,26.68,48.06,21.95,50.32
sensor_eindhoven_001,2024-05-30T10:00:00,21.11,33.42,17.99,50.32
sensor_eindhoven_001,2024-05-30T11:00:00,23.08,40.97,12.9,50.32
sensor_eindhoven_001,2024-05-30T12:00:00,20.46,35.58,20.49,50.32
sensor_eindhoven_001,2024-05-30T13:00:00,15.93,32.93,13.82,50.32
sensor_eindhoven_001,2024-05-30T14:00:00,22.78,39.73,14.55,50.32
sensor_eindhoven_001,2024-05-30T15:00:00,25.31,45.54,18.44,50.32
sensor_eindhoven_001,2024-05-30T16:00:00,26.31,45.52,23.98,50.32
sensor_eindhoven_001,2024-05-30T17:00:00,25.44,44.22,24.4,50.32
sensor_eindhoven_001,2024-05-30T18:00:00,21.19,38.9,27.28,50.32
sensor_eindhoven_001,2024-05-30T19:00:00,25.03,44.2,21.01,50.32
sensor_eindhoven_001,2024-05-30T20:00:00,23.1,39.07,16.52,50.32
sensor_eindhoven_001,2024-05-30T21:00:00,24.84,46.02,21.94,50.32
sensor_eindhoven_001,2024-05-30T22:00:00,23.75,41.48,15.67,50.32
sensor_eindhoven_001,2024-05-30T23:00:00,22.71,34.09,17.62,50.32
sensor_eindhoven_001,2024-05-31T00:00:00,25.03,45.51,16.23,50.02
sensor_eindhoven_001,2024-05-31T01:00:00,19.0,31.37,14.35,50.02
sensor_eindhoven_001,2024-05-31T02:00:00,21.22,36.9,17.48,50.02
sensor_eindhoven_001,2024-05-31T03:00:00,21.7,33.85,16.04,50.02
sensor_eindhoven_001,2024-05-31T04:00:00,19.42,34.03,15.37,50.02
sensor_eindhoven_001,2024-05-31T05:00:00,16.99,28.52,12.17,50.02
sensor_eindhoven_001,2024-05-31T06:00:00,19.69,35.46,15.15,50.02
sensor_eindhoven_001,2024-05-31T07:00:00,24.7,43.5,18.32,50.02
sensor_eindhoven_001,2024-05-31T08:00:00,21.71,37.78,11.06,50.02
sensor_eindhoven_001,2024-05-31T09:00:00,29.41,55.68,27.99,50.02
sensor_eindhoven_001,2024-05-31T10:00:00,19.38,34.79,10.55,50.02
sensor_eindhoven_001,2024-05-31T11:00:00,16.68,26.62,15.03,50.02
sensor_eindhoven_001,2024-05-31T12:00:00,22.74,44.44,22.69,50.02
sensor_eindhoven_001,2024-05-31T13:00:00,19.72,31.91,16.19,50.02
sensor_eindhoven_001,2024-05-31T14:00:00,17.65,28.36,11.47,50.02
sensor_eindhoven_001,2024-05-31T15:00:00,15.24,25.57,9.9,50.02
sensor_eindhoven_001,2024-05-31T16:00:00,28.17,47.68,27.89,50.02
sensor_eindhoven_001,2024-05-31T17:00:00,23.88,38.71,11.84,50.02
sensor_eindhoven_001,2024-05-31T18:00:00,22.11,35.42,11.48,50.02
sensor_eindhoven_001,2024-05-31T19:00:00,21.76,37.4,11.48,50.02
sensor_eindhoven_001,2024-05-31T20:00:00,15.18,26.51,14.08,50.02
sensor_eindhoven_001,2024-05-31T21:00:00,14.44,24.2,11.65,50.02
sensor_eindhoven_001,2024-05-31T22:00:00,17.53,31.15,13.96,50.02
sensor_eindhoven_001,2024-05-31T23:00:00,24.77,39.69,25.96,50.02
sensor_eindhoven_001,2024-06-01T00:00:00,14.7,25.91,15.53,49.73
sensor_eindhoven_001,2024-06-01T01:00:00,14.29,22.51,9.19,49.73
sensor_eindhoven_001,2024-06-01T02:00:00,15.52,25.44,17.23,49.73
sensor_eindhoven_001,2024-06-01T03:00:00,13.35,23.08,18.11,49.73
sensor_eindhoven_001,2024-06-01T04:00:00,11.98,22.37,12.13,49.73
sensor_eindhoven_001,2024-06-01T05:00:00,13.71,22.47,11.8,49.73
sensor_eindhoven_001,2024-06-01T06:00:00,17.22,28.5,14.97,49.73
sensor_eindhoven_001,2024-06-01T07:00:00,13.79,25.61,9.74,49.73
sensor_eindhoven_001,2024-06-01T08:00:00,15.65,25.69,8.79,49.73
sensor_eindhoven_001,2024-06-01T09:00:00,15.49,26.73,15.66,49.73
sensor_eindhoven_001,2024-06-01T10:00:00,12.58,21.15,7.56,49.73
sensor_eindhoven_001,2024-06-01T11:00:00,15.41,26.1,16.77,49.73
sensor_eindhoven_001,2024-06-01T12:00:00,16.88,29.01,13.22,49.73
sensor_eindhoven_001,2024-06-01T13:00:00,16.59,27.3,14.05,49.73
sensor_eindhoven_001,2024-06-01T14:00:00,19.84,32.2,21.04,49.73
sensor_eindhoven_001,2024-06-01T15:00:00,15.28,27.66,10.78,49.73
sensor_eindhoven_001,2024-06-01T16:00:00,13.98,23.86,13.16,49.73
sensor_eindhoven_001,2024-06-01T17:00:00,15.53,26.1,15.54,49.73
sensor_eindhoven_001,2024-06-01T18:00:00,18.94,30.1,17.58,49.73
sensor_eindhoven_001,2024-06-01T19:00:00,16.19,28.04,6.25,49.73
sensor_eindhoven_001,2024-06-01T20:00:00,17.44,29.69,14.37,49.73
sensor_eindhoven_001,2024-06-01T21:00:00,16.12,26.46,11.08,49.73
sensor_eindhoven_001,2024-06-01T22:00:00,15.8,24.17,16.35,49.73
sensor_eindhoven_001,2024-06-01T23:00:00,16.8,29.94,13.08,49.73
sensor_eindhoven_001,2024-06-02T00:00:00,16.49,30.28,9.49,49.42
sensor_eindhoven_001,2024-06-02T01:00:00,13.24,20.82,9.73,49.42
sensor_eindhoven_001,2024-06-02T02:00:00,14.46,23.53,7.63,49.42
sensor_eindhoven_001,2024-06-02T03:00:00,16.41,27.41,12.74,49.42
sensor_eindhoven_001,2024-06-02T04:00:00,17.43,32.03,11.05,49.42
sensor_eindhoven_001,2024-06-02T05:00:00,20.61,35.03,7.65,49.42
sensor_eindhoven_001,2024-06-02T06:00:00,12.28,22.42,8.71,49.42
sensor_eindhoven_001,2024-06-02T07:00:00,15.06,23.46,13.3,49.42
sensor_eindhoven_001,2024-06-02T08:00:00,17.31,30.44,15.76,49.42
sensor_eindhoven_001,2024-06-02T09:00:00,17.89,29.9,12.89,49.42
sensor_eindhoven_001,2024-06-02T10:00:00,15.72,28.96,14.04,49.42
sensor_eindhoven_001,2024-06-02T11:00:00,15.98,27.81,15.95,49.42
sensor_eindhoven_001,2024-06-02T12:00:00,12.61,22.42,12.88,49.42
sensor_eindhoven_001,2024-06-02T13:00:00,11.4,17.59,10.83,49.42
sensor_eindhoven_001,2024-06-02T14:00:00,16.71,27.73,13.46,49.42
sensor_eindhoven_001,2024-06-02T15:00:00,17.62,30.21,13.51,49.42
sensor_eindhoven_001,2024-06-02T16:00:00,16.92,31.79,16.19,49.42
sensor_eindhoven_001,2024-06-02T17:00:00,16.55,30.3,13.2,49.42
sensor_eindhoven_001,2024-06-02T18:00:00,19.9,32.7,17.67,49.42
sensor_eindhoven_001,2024-06-02T19:00:00,17.16,29.47,12.24,49.42
sensor_eindhoven_001,2024-06-02T20:00:00,19.32,27.01,16.36,49.42
sensor_eindhoven_001,2024-06-02T21:00:00,17.14,28.68,9.87,49.42
sensor_eindhoven_001,2024-06-02T22:00:00,14.9,25.45,12.12,49.42
sensor_eindhoven_001,2024-06-02T23:00:00,11.29,19.89,9.27,49.42
sensor_eindhoven_001,2024-06-03T00:00:00,20.72,34.64,18.37,49.12
sensor_eindhoven_001,2024-06-03T01:00:00,20.57,32.2,15.31,49.12
sensor_eindhoven_001,2024-06-03T02:00:00,18.89,32.0,19.28,49.12
sensor_eindhoven_001,2024-06-03T03:00:00,18.81,32.86,15.74,49.12
sensor_eindhoven_001,2024-06-03T04:00:00,23.69,39.19,16.71,49.12
sensor_eindhoven_001,2024-06-03T05:00:00,16.59,28.01,8.46,49.12
sensor_eindhoven_001,2024-06-03T06:00:00,25.41,42.36,16.35,49.12
sensor_eindhoven_001,2024-06-03T07:00:00,17.5,29.8,14.03,49.12
sensor_eindhoven_001,2024-06-03T08:00:00,16.51,27.51,13.74,49.12
sensor_eindhoven_001,2024-06-03T09:00:00,28.39,47.29,27.27,49.12
sensor_eindhoven_001,2024-06-03T10:00:00,16.97,31.56,14.19,49.12
sensor_eindhoven_001,2024-06-03T11:00:00,24.01,41.98,21.5,49.12
sensor_eindhoven_001,2024-06-03T12:00:00,18.68,32.46,7.83,49.12
sensor_eindhoven_001,2024-06-03T13:00:00,19.02,35.45,14.35,49.12
sensor_eindhoven_001,2024-06-03T14:00:00,26.46,42.15,25.18,49.12
sensor_eindhoven_001,2024-06-03T15:00:00,20.58,31.04,17.31,49.12
sensor_eindhoven_001,2024-06-03T16:00:00,21.74,38.46,17.28,49.12
sensor_eindhoven_001,2024-06-03T17:00:00,24.47,42.4,16.54,49.12
sensor_eindhoven_001,2024-06-03T18:00:00,26.94,44.72,24.61,49.12
sensor_eindhoven_001,2024-06-03T19:00:00,23.9,41.34,24.3,49.12
sensor_eindhoven_001,2024-06-03T20:00:00,24.14,41.12,18.87,49.12
sensor_eindhoven_001,2024-06-03T21:00:00,15.87,27.63,15.66,49.12
sensor_eindhoven_001,2024-06-03T22:00:00,22.46,37.92,16.52,49.12
sensor_eindhoven_001,2024-06-03T23:00:00,24.77,42.74,15.95,49.12
sensor_eindhoven_001,2024-06-04T00:00:00,21.01,32.1,19.34,48.81
sensor_eindhoven_001,2024-06-04T01:00:00,15.36,26.08,16.46,48.81
sensor_eindhoven_001,2024-06-04T02:00:00,17.38,31.82,11.02,48.81
sensor_eindhoven_001,2024-06-04T03:00:00,21.18,39.81,16.47,48.81
sensor_eindhoven_001,2024-06-04T04:00:00,25.38,45.36,20.44,48.81
sensor_eindhoven_001,2024-06-04T05:00:00,18.87,29.05,19.39,48.81
sensor_eindhoven_001,2024-06-04T06:00:00,20.19,35.02,15.72,48.81
sensor_eindhoven_001,2024-06-04T07:00:00,24.43,41.91,19.45,48.81
sensor_eindhoven_001,2024-06-04T08:00:00,23.16,43.26,17.37,48.81
sensor_eindhoven_001,2024-06-04T09:00:00,21.29,38.9,13.55,48.81
sensor_eindhoven_001,2024-06-04T10:00:00,25.53,40.41,17.7,48.81
sensor_eindhoven_001,2024-06-04T11:00:00,18.31,33.51,13.45,48.81
sensor_eindhoven_001,2024-06-04T12:00:00,16.87,28.68,11.44,48.81
sensor_eindhoven_001,2024-06-04T13:00:00,21.25,36.99,14.14,48.81
sensor_eindhoven_001,2024-06-04T14:00:00,15.27,28.51,13.06,48.81
sensor_eindhoven_001,2024-06-04T15:00:00,19.55,33.08,17.9,48.81
sensor_eindhoven_001,2024-06-04T16:00:00,22.31,36.87,17.48,48.81
sensor_eindhoven_001,2024-06-04T17:00:00,24.35,42.11,18.16,48.81
sensor_eindhoven_001,2024-06-04T18:00:00,28.67,52.2,27.52,48.81
sensor_eindhoven_001,2024-06-04T19:00:00,24.99,36.42,17.07,48.81
sensor_eindhoven_001,2024-06-04T20:00:00,17.47,26.74,12.75,48.81
sensor_eindhoven_001,2024-06-04T21:00:00,16.43,28.43,8.98,48.81
sensor_eindhoven_001,2024-06-04T22:00:00,25.08,43.38,12.05,48.81
sensor_eindhoven_001,2024-06-04T23:00:00,15.86,25.05,13.51,48.81
sensor_eindhoven_001,2024-06-05T00:00:00,22.05,34.21,20.4,48.5
sensor_eindhoven_001,2024-06-05T01:00:00,23.65,35.81,8.8,48.5
sensor_eindhoven_001,2024-06-05T02:00:00,19.0,32.74,13.32,48.5
sensor_eindhoven_001,2024-06-05T03:00:00,17.29,30.64,12.81,48.5
sensor_eindhoven_001,2024-06-05T04:00:00,23.09,35.86,23.39,48.5
sensor_eindhoven_001,2024-06-05T05:00:00,27.65,48.79,24.59,48.5
sensor_eindhoven_001,2024-06-05T06:00:00,22.92,39.13,18.67,48.5
sensor_eindhoven_001,2024-06-05T07:00:00,26.6,41.66,25.15,48.5
sensor_eindhoven_001,2024-06-05T08:00:00,28.56,48.0,22.79,48.5
sensor_eindhoven_001,2024-06-05T09:00:00,23.16,41.15,11.52,48.5
sensor_eindhoven_001,2024-06-05T10:00:00,20.13,34.83,14.54,48.5
sensor_eindhoven_001,2024-06-05T11:00:00,20.84,34.36,23.96,48.5
sensor_eindhoven_001,2024-06-05T12:00:00,19.16,33.39,15.67,48.5
sensor_eindhoven_001,2024-06-05T13:00:00,19.5,30.97,22.54,48.5
sensor_eindhoven_001,2024-06-05T14:00:00,20.94,31.76,12.37,48.5
sensor_eindhoven_001,2024-06-05T15:00:00,24.39,39.03,22.3,48.5
sensor_eindhoven_001,2024-06-05T16:00:00,18.7,28.19,17.72,48.5
sensor_eindhoven_001,2024-06-05T17:00:00,22.19,36.76,19.06,48.5
sensor_eindhoven_001,2024-06-05T18:00:00,13.86,24.5,10.19,48.5
sensor_eindhoven_001,2024-06-05T19:00:00,23.7,44.51,20.4,48.5
sensor_eindhoven_001,2024-06-05T20:00:00,25.62,45.45,20.55,48.5
sensor_eindhoven_001,2024-06-05T21:00:00,23.02,40.63,22.03,48.5
sensor_eindhoven_001,2024-06-05T22:00:00,15.93,25.76,12.3,48.5
sensor_eindhoven_001,2024-06-05T23:00:00,25.94,45.21,19.73,48.5
sensor_eindhoven_001,2024-06-06T00:00:00,21.66,35.26,11.68,48.19
sensor_eindhoven_001,2024-06-06T01:00:00,16.61,24.64,10.88,48.19
